email_thread_id,mailbox,channel_type,received_date,sender_domain_type,region,brand,product_category,sku_id,batch_lot_id,retailer_name,order_id,promotion_code,thread_length_messages,days_since_first_message,avg_response_latency_hours,max_response_latency_hours,sender_message_count_90d,attachment_count,attachment_size_mb_total,cc_recipient_count,reply_all_flag,sentiment_score,negative_word_count,urgency_keyword_count,taste_keyword_flag,packaging_keyword_flag,shelf_life_keyword_flag,allergen_keyword_flag,availability_keyword_flag,topic_primary,prior_complaints_count_sku_90d,prior_escalations_count_retailer_12m,batch_quality_deviation_flag,sku_recent_quality_hold_flag,retailer_tier,consumer_loyalty_tier,assigned_team,current_status,resolution_time_hours,resolution_touches_count,commercial_credit_issued_usd,escalated_flag,escalation_within_48h,hours_to_critical_event_or_censor
LUM-EML-000757,Consumer Care,Consumer Complaint,2026-06-22,Consumer/Personal,Latin America,MorningRise Pastry,Pastry - Croissant,SKU-80503,LOT-846052,Not Applicable (Consumer),,,3,1.1,9.5,14.7,2,0,0.0,3,N,0.568,1,1,N,N,N,N,N,Delivery/Logistics,2,0,N,N,N/A,New,Consumer Care Team,Open,,5,0.0,N,0,90.7
LUM-EML-000758,Consumer Care,Consumer Complaint,2025-11-12,Consumer/Personal,North America,BerryBurst,Juice,SKU-89997,LOT-606616,Not Applicable (Consumer),,,3,2.6,50.4,95.3,2,0,0.0,3,N,-0.511,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,Returning,Consumer Care Team,Resolved,66.6,5,0.0,Y,1,29.5
LUM-EML-000759,Consumer Care,Consumer Complaint,2026-07-13,Consumer/Personal,APAC,PureWave,Still Beverage,SKU-49585,LOT-899168,Not Applicable (Consumer),,,3,3.2,4.0,8.0,2,0,0.0,3,N,0.304,1,1,N,N,N,N,Y,Delivery/Logistics,2,0,N,N,N/A,New,Consumer Care Team,In Progress,,5,0.0,N,0,67.2
LUM-EML-000760,Trade/Retailer,Retailer Inquiry,2026-03-05,Retailer Corporate,Western Europe,AquaLuna,Still Beverage,SKU-39891,LOT-273480,Coastal Grocers,ORD-8511627,,3,1.7,29.2,61.5,2,0,0.0,3,N,0.595,1,1,N,Y,N,N,N,Packaging Defect,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,Resolved,8.0,5,0.0,N,0,64.9
LUM-EML-000761,Consumer Care,Consumer Complaint,2026-05-06,Consumer/Personal,Western Europe,MorningRise Pastry,Pastry - Cookie,SKU-70011,LOT-912677,Not Applicable (Consumer),,,3,3.6,4.3,9.4,2,0,0.0,3,N,0.555,1,1,N,N,N,N,N,Delivery/Logistics,2,0,Y,N,N/A,New,Consumer Care Team,Closed,15.0,5,0.0,N,0,74.0
LUM-EML-000762,Trade/Retailer,Retailer Inquiry,2025-12-18,Retailer Corporate,Western Europe,CitrusPeak,Juice,SKU-76316,LOT-792062,Coastal Grocers,ORD-5588864,PROMO-243,3,3.8,18.3,25.9,2,0,0.0,3,Y,0.1,1,1,N,N,N,Y,N,Allergen/Safety,2,6,N,N,Silver,N/A,Trade Marketing & Key Accounts,Resolved,41.4,5,0.0,N,0,49.0
LUM-EML-000763,Consumer Care,Consumer Complaint,2026-01-04,Consumer/Personal,APAC,AquaLuna,Functional Water,SKU-58590,LOT-807604,Not Applicable (Consumer),,,3,7.3,13.7,16.1,2,0,0.0,3,N,0.136,1,1,N,N,N,N,N,Delivery/Logistics,2,0,N,N,N/A,New,Consumer Care Team,Escalated,,5,0.0,Y,0,76.5
LUM-EML-000764,Consumer Care,Consumer Complaint,2026-02-20,Consumer/Personal,Central Europe,GoldenCrust Bakery,Pastry - Cookie,SKU-74335,LOT-252404,Not Applicable (Consumer),,,3,2.2,15.9,28.6,2,0,0.0,3,N,-0.096,1,1,Y,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,Returning,Consumer Care Team,Resolved,12.7,5,0.0,N,1,48.0
LUM-EML-000765,Consumer Care,Consumer Complaint,2026-06-07,Consumer/Personal,North America,MorningRise Pastry,Pastry - Croissant,SKU-80294,LOT-835564,Not Applicable (Consumer),,,3,2.2,25.9,50.0,2,0,0.0,3,Y,0.196,1,1,N,N,Y,N,N,Shelf-Life,2,0,N,N,N/A,VIP,Consumer Care Team,Resolved,22.6,5,0.0,N,0,64.1
LUM-EML-000766,Quality & Food Safety,Internal Escalation,2026-03-25,Consumer/Personal,North America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-50957,LOT-513725,Not Applicable (Internal),,,3,1.4,6.8,16.0,2,0,0.0,3,N,0.318,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,In Progress,,5,0.0,N,0,54.2
LUM-EML-000767,Consumer Care,Consumer Complaint,2026-07-06,Consumer/Personal,Central Europe,CitrusPeak,Juice,SKU-15254,LOT-667576,Not Applicable (Consumer),,PROMO-900,3,2.5,23.0,40.5,2,0,0.0,3,Y,0.15,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,New,Consumer Care Team,Resolved,16.1,5,0.0,N,0,61.8
LUM-EML-000768,Trade/Retailer,Retailer Inquiry,2026-07-19,Retailer Corporate,APAC,PureWave,Still Beverage,SKU-88848,LOT-909109,FreshCo Retail,ORD-9178384,,3,3.3,2.3,3.7,2,0,0.0,3,N,-0.9,1,1,Y,N,N,N,N,Taste/Flavor,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,Resolved,21.7,5,0.0,Y,1,41.9
LUM-EML-000769,Quality & Food Safety,Internal Escalation,2026-01-24,Internal,Western Europe,PureWave,Functional Water,SKU-80135,LOT-352158,Not Applicable (Internal),,,3,18.6,18.3,45.8,2,0,0.0,3,N,-0.02,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Resolved,14.5,5,0.0,N,0,51.8
LUM-EML-000770,Trade/Retailer,Retailer Inquiry,2025-11-21,Retailer Corporate,Central Europe,GoldenCrust Bakery,Pastry - Seasonal Specialty,SKU-98962,LOT-432555,ValueStop,ORD-1791742,,3,0.4,30.9,61.5,2,0,0.0,3,N,-0.379,1,1,N,N,N,N,N,Delivery/Logistics,2,6,N,N,Bronze,N/A,Trade Marketing & Key Accounts,Open,,5,0.0,N,1,44.5
LUM-EML-000771,Supplier Relations,Supplier Notification,2026-02-19,Supplier Corporate,North America,MorningRise Pastry,Pastry - Croissant,SKU-68886,LOT-496623,Not Applicable (Supplier),,,3,0.0,6.7,15.8,2,0,0.0,3,N,-0.514,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Open,,5,0.0,N,0,49.0
LUM-EML-000772,Supplier Relations,Supplier Notification,2025-12-26,Supplier Corporate,North America,GoldenCrust Bakery,Pastry - Seasonal Specialty,SKU-50914,LOT-227240,Not Applicable (Supplier),,,3,15.0,33.7,78.7,2,0,0.0,3,N,-0.698,1,1,N,N,N,Y,N,Allergen/Safety,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Escalated,,5,0.0,Y,1,36.4
LUM-EML-000773,Consumer Care,Consumer Complaint,2026-05-23,Consumer/Personal,Latin America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-68600,LOT-302110,Not Applicable (Consumer),,,3,2.1,8.7,14.0,2,0,0.0,3,N,-0.022,1,1,Y,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,Returning,Consumer Care Team,Resolved,41.1,5,0.0,N,0,78.9
LUM-EML-000774,Quality & Food Safety,Internal Escalation,2026-08-21,Internal,North America,MorningRise Pastry,Pastry - Croissant,SKU-95454,LOT-731387,Not Applicable (Internal),,,3,0.5,14.3,30.9,2,0,0.0,3,N,0.863,1,1,N,Y,N,N,N,Packaging Defect,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Resolved,13.0,5,0.0,N,0,72.2
LUM-EML-000775,Consumer Care,Consumer Complaint,2026-07-02,Consumer/Personal,Western Europe,CitrusPeak,Sparkling Beverage,SKU-81073,LOT-178493,Not Applicable (Consumer),,,3,0.6,18.5,33.9,2,0,0.0,3,N,0.214,1,1,N,Y,N,N,N,Packaging Defect,2,0,Y,N,N/A,VIP,Consumer Care Team,In Progress,,5,0.0,N,0,49.0
LUM-EML-000776,Consumer Care,Consumer Complaint,2026-01-08,Consumer/Personal,Central Europe,CitrusPeak,Juice,SKU-46967,LOT-644602,Not Applicable (Consumer),,,3,0.8,5.6,13.2,2,0,0.0,3,N,0.053,1,1,N,Y,N,N,N,Packaging Defect,2,0,N,N,N/A,Returning,Consumer Care Team,Resolved,22.0,5,0.0,N,0,82.2
LUM-EML-000777,Trade/Retailer,Retailer Inquiry,2026-05-28,Retailer Corporate,Central Europe,BerryBurst,Sparkling Beverage,SKU-79115,LOT-903086,Coastal Grocers,ORD-2338183,,3,6.2,16.1,38.3,2,0,0.0,3,N,0.877,1,1,N,Y,N,N,N,Packaging Defect,2,6,Y,N,Bronze,N/A,Trade Marketing & Key Accounts,In Progress,,5,0.0,N,0,54.7
LUM-EML-000778,Trade/Retailer,Retailer Inquiry,2026-07-27,Retailer Corporate,Latin America,CitrusPeak,Sparkling Beverage,SKU-76842,LOT-503994,FreshCo Retail,ORD-3359483,,3,2.2,54.1,63.4,2,0,0.0,3,N,0.95,1,1,N,Y,N,N,N,Packaging Defect,2,6,N,N,Platinum,N/A,Trade Marketing & Key Accounts,Open,,5,0.0,N,0,54.1
LUM-EML-000779,Supplier Relations,Supplier Notification,2026-04-20,Supplier Corporate,Central Europe,PureWave,Functional Water,SKU-91013,LOT-990451,Not Applicable (Supplier),,,3,8.2,11.9,24.7,2,0,0.0,3,N,-0.089,1,1,N,N,N,N,N,General Inquiry,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,In Progress,,5,0.0,N,0,55.2
LUM-EML-000780,Consumer Care,Consumer Complaint,2026-03-10,Consumer/Personal,Western Europe,GoldenCrust Bakery,Pastry - Cookie,SKU-14318,LOT-251586,Not Applicable (Consumer),,PROMO-649,3,1.4,4.7,10.1,2,0,0.0,3,N,-0.042,1,1,N,Y,N,N,N,Packaging Defect,2,0,N,N,N/A,Returning,Consumer Care Team,Open,,5,0.0,N,0,64.6
LUM-EML-000781,Quality & Food Safety,Internal Escalation,2026-07-16,Internal,Central Europe,GoldenCrust Bakery,Pastry - Cookie,SKU-77411,LOT-911751,Not Applicable (Internal),,,3,7.6,9.8,20.5,2,0,0.0,3,N,0.227,1,1,N,N,Y,N,N,Shelf-Life,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Open,,5,0.0,N,0,80.1
LUM-EML-000782,Trade/Retailer,Retailer Inquiry,2026-03-15,Retailer Corporate,Central Europe,MorningRise Pastry,Pastry - Cookie,SKU-82697,LOT-696944,MegaMart,ORD-6098227,,3,2.0,4.3,7.2,2,0,0.0,3,Y,-0.149,1,1,N,Y,N,N,N,Packaging Defect,2,6,N,N,Bronze,N/A,Trade Marketing & Key Accounts,In Progress,,5,0.0,N,0,49.0
LUM-EML-000783,Consumer Care,Consumer Complaint,2025-09-29,Consumer/Personal,North America,BerryBurst,Juice,SKU-95511,LOT-219337,Not Applicable (Consumer),,,3,4.1,54.4,123.9,2,0,0.0,3,N,0.805,1,1,N,N,N,N,N,Delivery/Logistics,2,0,N,N,N/A,New,Consumer Care Team,Closed,32.0,5,0.0,N,0,49.0
LUM-EML-000784,Supplier Relations,Supplier Notification,2025-09-27,Supplier Corporate,APAC,MorningRise Pastry,Pastry - Seasonal Specialty,SKU-26820,LOT-934312,Not Applicable (Supplier),,,3,6.7,4.7,11.3,2,0,0.0,3,Y,0.635,1,1,N,Y,Y,N,N,Packaging Defect,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,In Progress,,5,0.0,N,0,82.4
LUM-EML-000785,Quality & Food Safety,Internal Escalation,2026-07-23,Internal,Central Europe,MorningRise Pastry,Pastry - Croissant,SKU-47232,LOT-102334,Not Applicable (Internal),,,3,4.4,26.4,53.8,2,0,0.0,3,N,0.059,1,1,N,N,N,N,N,Delivery/Logistics,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,In Progress,,5,0.0,N,0,69.6
LUM-EML-000786,Consumer Care,Consumer Complaint,2026-01-14,Consumer/Personal,APAC,CitrusPeak,Sparkling Beverage,SKU-89438,LOT-976602,Not Applicable (Consumer),,,3,4.3,2.2,5.5,2,0,0.0,3,N,-0.341,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,VIP,Consumer Care Team,Resolved,10.8,5,0.0,N,0,63.5
LUM-EML-000787,Supplier Relations,Supplier Notification,2025-09-25,Supplier Corporate,Latin America,AquaLuna,Still Beverage,SKU-17881,LOT-236349,Not Applicable (Supplier),,PROMO-515,3,5.2,22.1,42.5,2,0,0.0,3,N,-0.212,1,1,N,N,N,N,Y,Delivery/Logistics,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Resolved,68.4,5,0.0,N,0,54.4
LUM-EML-000788,Consumer Care,Consumer Complaint,2025-10-20,Consumer/Personal,North America,PureWave,Still Beverage,SKU-15427,LOT-273092,Not Applicable (Consumer),,,3,1.0,13.5,18.3,2,0,0.0,3,N,-0.318,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,Returning,Consumer Care Team,Resolved,8.3,5,0.0,N,0,63.0
LUM-EML-000789,Consumer Care,Consumer Complaint,2026-04-22,Consumer/Personal,North America,GoldenCrust Bakery,Pastry - Cookie,SKU-86340,LOT-184618,Not Applicable (Consumer),,,3,8.4,28.4,69.4,2,0,0.0,3,N,-0.69,1,1,N,N,N,N,N,Delivery/Logistics,2,0,N,N,N/A,Returning,Consumer Care Team,Resolved,31.0,5,0.0,N,1,48.0
LUM-EML-000790,Consumer Care,Consumer Complaint,2026-01-19,Consumer/Personal,Latin America,MorningRise Pastry,Pastry - Seasonal Specialty,SKU-64369,LOT-821091,Not Applicable (Consumer),,,3,0.6,51.6,,2,0,0.0,3,N,-0.877,1,1,N,N,N,N,N,Pricing/Promotion,2,0,Y,N,N/A,VIP,Consumer Care Team,Open,,5,0.0,Y,1,38.6
LUM-EML-000791,Supplier Relations,Supplier Notification,2025-10-12,Supplier Corporate,North America,GoldenCrust Bakery,Pastry - Seasonal Specialty,SKU-60417,LOT-843257,Not Applicable (Supplier),,,3,3.2,22.8,36.3,2,0,0.0,3,Y,0.66,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,In Progress,,5,0.0,N,0,75.2
LUM-EML-000792,Consumer Care,Consumer Complaint,2026-01-12,Consumer/Personal,APAC,GoldenCrust Bakery,Pastry - Seasonal Specialty,SKU-10425,LOT-934143,Not Applicable (Consumer),,,3,1.3,30.1,35.8,2,0,0.0,3,N,0.05,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,New,Consumer Care Team,Closed,16.6,5,0.0,N,0,68.3
LUM-EML-000793,Supplier Relations,Supplier Notification,2026-06-19,Supplier Corporate,APAC,MorningRise Pastry,Pastry - Croissant,SKU-99600,LOT-610144,Not Applicable (Supplier),,PROMO-444,3,0.3,12.4,26.6,2,0,0.0,3,Y,0.297,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Closed,13.2,5,0.0,N,0,67.1
LUM-EML-000794,Trade/Retailer,Retailer Inquiry,2026-01-07,Retailer Corporate,Latin America,BerryBurst,Juice,SKU-54865,LOT-480331,ValueStop,ORD-2223375,,3,8.7,33.4,39.1,2,0,0.0,3,N,0.261,1,1,N,Y,N,N,N,Packaging Defect,2,6,N,N,Platinum,N/A,Trade Marketing & Key Accounts,Resolved,17.0,5,2423.39,Y,1,48.0
LUM-EML-000795,Consumer Care,Consumer Complaint,2026-04-24,Consumer/Personal,Central Europe,MorningRise Pastry,Pastry - Croissant,SKU-84263,LOT-308198,Not Applicable (Consumer),,,3,0.6,5.7,13.3,2,0,0.0,3,Y,-0.118,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,VIP,Consumer Care Team,Resolved,12.0,5,0.0,N,0,60.0
LUM-EML-000796,Trade/Retailer,Retailer Inquiry,2025-12-13,Retailer Corporate,Western Europe,MorningRise Pastry,Pastry - Croissant,SKU-50213,LOT-332332,GreenBasket,ORD-4510434,,3,3.8,35.5,49.4,2,0,0.0,3,N,-0.448,1,1,N,N,N,Y,N,Allergen/Safety,2,6,N,N,Platinum,N/A,Trade Marketing & Key Accounts,Open,,5,0.0,N,0,67.9
LUM-EML-000797,Trade/Retailer,Retailer Inquiry,2026-04-26,Retailer Corporate,APAC,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-39818,LOT-190588,GreenBasket,ORD-5352459,,3,1.8,8.8,16.1,2,0,0.0,3,N,-0.172,1,1,N,Y,N,N,N,Packaging Defect,2,6,N,N,Silver,N/A,Trade Marketing & Key Accounts,In Progress,,5,0.0,N,0,49.5
LUM-EML-000798,Trade/Retailer,Retailer Inquiry,2026-01-23,Retailer Corporate,Central Europe,MorningRise Pastry,Pastry - Croissant,SKU-96480,LOT-961587,FreshCo Retail,ORD-3730283,,3,1.6,40.3,74.1,2,0,0.0,3,Y,,1,1,N,N,Y,N,N,Shelf-Life,2,6,N,N,Silver,N/A,Trade Marketing & Key Accounts,Resolved,24.8,5,0.0,Y,1,48.0
LUM-EML-000799,Quality & Food Safety,Internal Escalation,2026-05-02,Retailer Corporate,North America,PureWave,Still Beverage,SKU-34199,LOT-208365,Not Applicable (Internal),,,3,7.1,10.6,18.4,2,0,0.0,3,N,-0.353,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Escalated,,5,0.0,Y,0,49.0
LUM-EML-000800,Quality & Food Safety,Internal Escalation,2026-07-08,Retailer Corporate,Latin America,SpringFizz,Sparkling Beverage,SKU-92637,LOT-419447,Not Applicable (Internal),,,3,0.1,13.9,20.7,2,0,0.0,3,N,-0.387,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,In Progress,,5,0.0,N,0,63.2
LUM-EML-000801,Supplier Relations,Supplier Notification,2025-12-16,Supplier Corporate,Western Europe,SpringFizz,Sparkling Beverage,SKU-94306,LOT-612279,Not Applicable (Supplier),,PROMO-378,3,1.5,23.7,47.6,2,0,0.0,3,Y,-0.679,1,1,N,N,Y,N,N,Shelf-Life,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Closed,33.2,5,0.0,N,0,49.0
LUM-EML-000802,Consumer Care,Consumer Complaint,2025-10-13,Consumer/Personal,North America,MorningRise Pastry,Pastry - Croissant,SKU-68204,LOT-317403,Not Applicable (Consumer),,,3,0.3,9.2,10.1,2,0,0.0,3,N,-0.116,1,1,Y,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,New,Consumer Care Team,Resolved,18.2,5,0.0,N,0,77.6
LUM-EML-000803,Quality & Food Safety,Internal Escalation,2025-11-07,Consumer/Personal,Western Europe,MorningRise Pastry,Pastry - Cookie,SKU-52160,LOT-889326,Not Applicable (Internal),,,3,2.9,1.6,2.6,2,0,0.0,3,N,0.008,1,1,N,N,N,N,N,Delivery/Logistics,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Resolved,41.6,5,0.0,N,0,63.0
LUM-EML-000804,Trade/Retailer,Retailer Inquiry,2026-01-09,Retailer Corporate,Latin America,PureWave,Functional Water,SKU-62706,LOT-329295,GreenBasket,ORD-8590629,PROMO-168,3,6.9,47.2,78.6,2,0,0.0,3,N,-0.345,1,1,Y,N,N,N,N,Taste/Flavor,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,Resolved,53.7,5,161.86,N,1,42.1
LUM-EML-000805,Quality & Food Safety,Internal Escalation,2025-10-29,Consumer/Personal,Latin America,CitrusPeak,Juice,SKU-44009,LOT-420816,Not Applicable (Internal),,,3,13.5,16.2,27.2,2,0,0.0,3,N,-0.145,1,1,Y,N,N,N,Y,Taste/Flavor,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Open,,5,0.0,N,0,49.6
LUM-EML-000806,Supplier Relations,Supplier Notification,2026-02-16,Supplier Corporate,Western Europe,BerryBurst,Juice,SKU-90116,LOT-505155,Not Applicable (Supplier),,,3,1.1,52.2,102.0,2,0,0.0,3,N,-0.877,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,In Progress,,5,0.0,N,0,49.0
LUM-EML-000807,Supplier Relations,Supplier Notification,2026-02-08,Supplier Corporate,Latin America,CitrusPeak,Sparkling Beverage,SKU-49864,LOT-538703,Not Applicable (Supplier),,,3,1.0,12.2,24.6,2,0,0.0,3,N,0.402,1,1,N,N,N,N,Y,Availability/Stock,2,0,Y,N,N/A,N/A,Procurement & Supplier Mgmt,Resolved,43.4,5,0.0,N,0,62.0
LUM-EML-000808,Consumer Care,Consumer Complaint,2025-10-11,Consumer/Personal,Central Europe,GoldenCrust Bakery,Pastry - Cookie,SKU-59375,LOT-728121,Not Applicable (Consumer),,,3,11.2,18.8,37.7,2,0,0.0,3,N,-0.109,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,Returning,Consumer Care Team,In Progress,,5,0.0,N,0,56.1
LUM-EML-000809,Trade/Retailer,Retailer Inquiry,2026-07-26,Retailer Corporate,Western Europe,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-40666,LOT-104875,FreshCo Retail,ORD-6993434,,3,1.9,12.9,30.4,2,0,0.0,3,N,0.249,1,1,N,N,Y,N,N,Shelf-Life,2,6,N,N,Platinum,N/A,Trade Marketing & Key Accounts,Resolved,6.4,5,0.0,N,0,61.7
LUM-EML-000810,Supplier Relations,Supplier Notification,2026-04-30,Supplier Corporate,North America,AquaLuna,Functional Water,SKU-50873,LOT-503126,Not Applicable (Supplier),,PROMO-290,3,1.1,24.2,46.9,2,0,0.0,3,N,-0.407,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Open,,5,0.0,N,0,52.6
LUM-EML-000811,Supplier Relations,Supplier Notification,2026-07-01,Supplier Corporate,Central Europe,PureWave,Still Beverage,SKU-68063,LOT-947013,Not Applicable (Supplier),,,3,1.4,8.2,18.7,2,0,0.0,3,N,0.013,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,In Progress,,5,0.0,N,0,74.1
LUM-EML-000812,Consumer Care,Consumer Complaint,2025-12-28,Consumer/Personal,North America,GoldenCrust Bakery,Pastry - Seasonal Specialty,SKU-15818,LOT-486743,Not Applicable (Consumer),,,3,3.0,5.6,13.6,2,0,0.0,3,N,0.372,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,Returning,Consumer Care Team,Resolved,49.4,5,0.0,N,0,70.1
LUM-EML-000813,Supplier Relations,Supplier Notification,2026-01-06,Supplier Corporate,Western Europe,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-34549,LOT-269595,Not Applicable (Supplier),,,3,0.0,11.7,19.7,2,0,0.0,3,N,-0.453,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Resolved,23.3,5,0.0,N,0,76.3
LUM-EML-000814,Trade/Retailer,Retailer Inquiry,2025-12-03,Retailer Corporate,North America,BerryBurst,Juice,SKU-87328,LOT-281803,ValueStop,ORD-8353306,,3,3.5,35.9,78.7,2,0,0.0,3,Y,-0.187,1,1,N,Y,N,N,N,Packaging Defect,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,Open,,5,0.0,N,1,46.1
LUM-EML-000815,Consumer Care,Consumer Complaint,2025-11-06,Consumer/Personal,Central Europe,PureWave,Functional Water,SKU-72405,LOT-359233,Not Applicable (Consumer),,PROMO-134,3,4.3,28.6,38.9,2,0,0.0,3,N,0.083,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,Returning,Consumer Care Team,Open,,5,0.0,N,0,50.7
LUM-EML-000816,Quality & Food Safety,Internal Escalation,2025-10-31,Retailer Corporate,North America,PureWave,Still Beverage,SKU-52187,LOT-437521,Not Applicable (Internal),,,3,0.5,10.7,15.9,2,0,0.0,3,N,0.192,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Escalated,,5,0.0,Y,0,64.4
LUM-EML-000817,Trade/Retailer,Retailer Inquiry,2025-11-16,Retailer Corporate,North America,MorningRise Pastry,Pastry - Cookie,SKU-35327,LOT-388243,Coastal Grocers,ORD-7608062,,3,0.0,28.5,35.1,2,0,0.0,3,N,-0.904,1,1,N,Y,N,N,N,Packaging Defect,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,Resolved,44.5,5,0.0,Y,1,48.0
LUM-EML-000818,Trade/Retailer,Retailer Inquiry,2026-04-27,Retailer Corporate,Central Europe,CitrusPeak,Sparkling Beverage,SKU-30962,LOT-972689,MegaMart,ORD-6948259,,3,1.4,6.1,13.2,2,0,0.0,3,N,-0.088,1,1,N,N,N,N,N,General Inquiry,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,Closed,6.7,5,0.0,N,0,55.2
LUM-EML-000819,Consumer Care,Consumer Complaint,2026-02-16,Consumer/Personal,Latin America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-34857,LOT-350518,Not Applicable (Consumer),,,3,4.6,18.9,44.1,2,0,0.0,3,N,-0.102,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,Returning,Consumer Care Team,Open,,5,0.0,N,0,66.5
LUM-EML-000820,Trade/Retailer,Retailer Inquiry,2026-04-02,Retailer Corporate,Latin America,MorningRise Pastry,Pastry - Croissant,SKU-23587,LOT-306320,MegaMart,ORD-9605568,,3,4.5,26.0,65.1,2,0,0.0,3,N,0.227,1,1,Y,N,N,N,N,Taste/Flavor,2,6,N,N,Platinum,N/A,Trade Marketing & Key Accounts,Resolved,12.6,5,0.0,N,1,45.1
LUM-EML-000821,Consumer Care,Consumer Complaint,2026-07-07,Consumer/Personal,North America,GoldenCrust Bakery,Pastry - Seasonal Specialty,SKU-62643,LOT-738489,Not Applicable (Consumer),,PROMO-271,3,4.7,4.7,7.9,2,0,0.0,3,N,0.14,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,Returning,Consumer Care Team,In Progress,,5,0.0,N,0,84.4
LUM-EML-000822,Consumer Care,Consumer Complaint,2026-02-28,Consumer/Personal,Western Europe,AquaLuna,Functional Water,SKU-42885,LOT-190556,Not Applicable (Consumer),,,3,1.5,18.1,46.5,2,0,0.0,3,N,0.273,1,1,N,N,N,N,N,Delivery/Logistics,2,0,N,N,N/A,Returning,Consumer Care Team,Open,,5,0.0,N,0,67.2
LUM-EML-000823,Quality & Food Safety,Internal Escalation,2026-07-17,Consumer/Personal,Western Europe,AquaLuna,Still Beverage,SKU-38986,LOT-914779,Not Applicable (Internal),,,3,11.7,14.4,36.8,2,0,0.0,3,Y,-0.831,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Resolved,43.1,5,0.0,N,0,53.9
LUM-EML-000824,Trade/Retailer,Retailer Inquiry,2026-01-20,Retailer Corporate,APAC,BerryBurst,Sparkling Beverage,SKU-62230,LOT-230248,ValueStop,ORD-9917661,,3,10.7,24.4,34.3,2,0,0.0,3,Y,-0.169,1,1,N,N,N,N,Y,Availability/Stock,2,6,Y,N,Bronze,N/A,Trade Marketing & Key Accounts,Escalated,,5,0.0,Y,1,43.4
